"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","COUNTERPART_COUNTRY","FREQUENCY","SCALE","2021","2021-Q1","2021-M01","2021-M02","2021-M03","2021-Q2","2021-M04","2021-M05","2021-M06","2021-Q3","2021-M07","2021-M08","2021-M09","2021-Q4","2021-M10","2021-M11","2021-M12","2022","2022-Q1","2022-M01","2022-M02","2022-M03","2022-Q2","2022-M04","2022-M05","2022-M06","2022-Q3","2022-M07","2022-M08","2022-M09","2022-Q4","2022-M10","2022-M11","2022-M12","2023","2023-Q1","2023-M01","2023-M02","2023-M03","2023-Q2","2023-M04","2023-M05","2023-M06","2023-Q3","2023-M07","2023-M08","2023-M09","2023-Q4","2023-M10","2023-M11","2023-M12","2024","2024-Q1","2024-M01","2024-M02","2024-M03","2024-Q2","2024-M04","2024-M05","2024-M06","2024-Q3","2024-M07","2024-M08","2024-M09","2024-Q4","2024-M10","2024-M11","2024-M12","2025-Q1","2025-M01","2025-M02","2025-M03","2025-M04"
"IMF.STA:IMTS(1.0.0)","MMR.MG_CIF_USD.BGD.M","OBS_VALUE","Myanmar","Imports of goods, Cost insurance freight (CIF), US dollar","Bangladesh","Monthly","Millions","","","2741683.0","1579648.0","2277681.0","","1981759.0","4071153.0","3945181.0","","2313559.0","4356161.0","3763572.0","","2540378.0","4133739.0","5043828.0","","","1483196.0","3237866.0","3617665.0","","1095847.0","2982687.0","1877128.0","","2608090.0","5691445.0","4283121.0","","3759381.0","2511482.0","3742786.0","","","3828675.0","2566479.0","2122527.0","","1589929.0","2325124.0","1086519.0","","1543649.0","1451423.0","2059052.0","","2429068.0","1839563.0","2139308.0","","","1664895.0","2671150.0","1078642.0","","1348302.0","1525185.0","2966935.0","","861443.0","2104875.0","1792376.0","","1965144.0","2046722.0","2855001.0","","3861586.0","3035261.0","1645667.0","1781483.0"
"IMF.STA:IMTS(1.0.0)","MMR.XG_FOB_USD.LKA.M","OBS_VALUE","Myanmar","Exports of goods, Free on board (FOB), US dollar","Sri Lanka","Monthly","Millions","","","451326.0","733944.0","482414.0","","1399865.0","515197.0","299531.0","","161689.0","690604.0","42150.0","","358795.0","251047.0","695954.0","","","316327.0","892729.0","251522.0","","298601.0","72630.0","25479.0","","78598.0","60993.0","53417.0","","384491.0","657745.0","1191771.0","","","83942.0","32653.0","367488.0","","11880.0","106195.0","42026.0","","22273.0","76147.0","23851.0","","16706.0","19345.0","603.0","","","19081.0","95386.0","125374.0","","219208.0","533214.0","1157540.0","","141085.0","372565.0","52175.0","","56482.0","34187.0","32707.0","","36998.0","35224.0","41062.0","41342.0"
"IMF.STA:IMTS(1.0.0)","MMR.XG_FOB_USD.MDV.M","OBS_VALUE","Myanmar","Exports of goods, Free on board (FOB), US dollar","Maldives","Monthly","Millions","","","","1279.0","","","","","","","","3891.0","","","","","","","","","","","","","","","","","","","","","","","","","2350.0","2350.0","2350.0","","2350.0","2350.0","2350.0","","2350.0","2350.0","2350.0","","2350.0","2350.0","2350.0","","","2430.0","2430.0","2430.0","","2430.0","2430.0","2430.0","","2430.0","2430.0","2430.0","","2430.0","2430.0","2430.0","","2430.0","2430.0","2430.0","2430.0"
"IMF.STA:IMTS(1.0.0)","BGD.MG_CIF_USD.BTN.A","OBS_VALUE","Bangladesh","Imports of goods, Cost insurance freight (CIF), US dollar","Bhutan","Annual","Millions","4.2028757E7","","","","","","","","","","","","","","","","","3.5034708E7","","","","","","","","","","","","","","","","","3.6214286E7","","","","","","","","","","","","","","","","","4.3021713E7","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","BGD.MG_CIF_USD.BTN.Q","OBS_VALUE","Bangladesh","Imports of goods, Cost insurance freight (CIF), US dollar","Bhutan","Quarterly","Millions","","1.7830021E7","","","","9103316.0","","","","7386989.0","","","","7708431.0","","","","","9720712.0","","","","1.0691012E7","","","","7998051.0","","","","6624933.0","","","","","1.3517295E7","","","","8280932.0","","","","6445412.0","","","","7970647.0","","","","","1.5550097E7","","","","8983003.0","","","","8797961.0","","","","9690652.0","","","","1.9975347E7","","","",""
"IMF.STA:IMTS(1.0.0)","AFG.TBG_USD.IND.Q","OBS_VALUE","Afghanistan, Islamic Republic of","Trade balance goods, US dollar","India","Quarterly","Millions","","-2.7530729E7","","","","-1.22844032E8","","","","2.6444037E7","","","","-8050256.0","","","","","-4.6132691E7","","","","-4.5387102E7","","","","-2.8489395E7","","","","3469121.0","","","","","-6467831.0","","","","-1.7955846E7","","","","1.8240702E7","","","","5.9229598E7","","","","","4727769.0","","","","-2.6284579E7","","","","8552900.0","","","","1.01896777E8","","","","4.3390303E7","","","",""
"IMF.STA:IMTS(1.0.0)","AFG.TBG_USD.IND.M","OBS_VALUE","Afghanistan, Islamic Republic of","Trade balance goods, US dollar","India","Monthly","Millions","","","552367.0","2335710.0","-3.0418806E7","","-4.0299318E7","-4.4969725E7","-3.7574989E7","","-3.0998208E7","3.0382907E7","2.7059338E7","","8348914.0","-1.0117906E7","-6281264.0","","","-1.839357E7","-1.7516879E7","-1.0222242E7","","-1740296.0","-2.7098731E7","-1.6548075E7","","-2.5222882E7","-5578295.0","2311782.0","","2658055.0","1305123.0","-494057.0","","","7258109.0","-1.4355006E7","629066.0","","356654.0","-8588088.0","-9724412.0","","-1.1218252E7","508375.0","2.8950579E7","","3.6151416E7","2.5027242E7","-1949060.0","","","3345179.0","5094327.0","-3711737.0","","-9127937.0","-7903292.0","-9253350.0","","-3940296.0","-1589692.0","1.4082888E7","","3.5536105E7","3.478543E7","3.1575242E7","","2.6277037E7","1.1252374E7","5860892.0","-5979222.0"
"IMF.STA:IMTS(1.0.0)","AFG.TBG_USD.LKA.M","OBS_VALUE","Afghanistan, Islamic Republic of","Trade balance goods, US dollar","Sri Lanka","Monthly","Millions","","","-19169.0","-50862.0","-1091414.0","","-900445.0","-128214.0","-15733.0","","-13432.0","-6818.0","-6162.0","","-7093.0","-4291.0","-9756.0","","","-10773.0","-10102.0","-9710.0","","-8578.0","-11068.0","-9709.0","","-10268.0","-6701.0","-7009.0","","-6494.0","-7120.0","-7796.0","","","-7419.0","-10027.0","-8012.0","","-7380.0","-7223.0","-7926.0","","-6980.0","-8045.0","-6429.0","","-6178.0","-6644.0","-11457.0","","","-6820.0","-8012.0","-7782.0","","-8507.0","-7290.0","-7447.0","","-6649.0","-6326.0","-6772.0","","-7415.0","-6673.0","-7199.0","","-6048.0","-6773.0","-7322.0","-6586.0"
"IMF.STA:IMTS(1.0.0)","AFG.TBG_USD.LKA.Q","OBS_VALUE","Afghanistan, Islamic Republic of","Trade balance goods, US dollar","Sri Lanka","Quarterly","Millions","","-1161445.0","","","","-1044392.0","","","","-26412.0","","","","-21140.0","","","","","-30585.0","","","","-29355.0","","","","-23978.0","","","","-21410.0","","","","","-25458.0","","","","-22529.0","","","","-21454.0","","","","-24279.0","","","","","-22614.0","","","","-23244.0","","","","-19747.0","","","","-21287.0","","","","-20143.0","","","",""
"IMF.STA:IMTS(1.0.0)","AFG.XG_FOB_USD.BGD.Q","OBS_VALUE","Afghanistan, Islamic Republic of","Exports of goods, Free on board (FOB), US dollar","Bangladesh","Quarterly","Millions","","7511.0","","","","17609.0","","","","50704.0","","","","28724.0","","","","","27559.0","","","","25999.0","","","","24722.0","","","","33809.0","","","","","35902.0","","","","26806.0","","","","39872.0","","","","60783.0","","","","","36141.0","","","","24506.0","","","","33355.0","","","","73573.0","","","","48095.0","","","",""
"IMF.STA:IMTS(1.0.0)","AFG.MG_CIF_USD.BGD.Q","OBS_VALUE","Afghanistan, Islamic Republic of","Imports of goods, Cost insurance freight (CIF), US dollar","Bangladesh","Quarterly","Millions","","1754162.0","","","","694241.0","","","","305815.0","","","","244770.0","","","","","354125.0","","","","339878.0","","","","277629.0","","","","247901.0","","","","","294774.0","","","","260854.0","","","","248412.0","","","","281113.0","","","","","261827.0","","","","269136.0","","","","228641.0","","","","246465.0","","","","233229.0","","","",""
"IMF.STA:IMTS(1.0.0)","MMR.XG_FOB_USD.PAK.M","OBS_VALUE","Myanmar","Exports of goods, Free on board (FOB), US dollar","Pakistan","Monthly","Millions","","","1.2244052E7","3002076.0","7843119.0","","9143680.0","3399486.0","7026607.0","","1251370.0","8169007.0","5980027.0","","4256990.0","963102.0","940001.0","","","27158.0","619943.0","4531513.0","","5392710.0","6600043.0","1.1109495E7","","7937463.0","8714773.0","3840999.0","","6543023.0","5326318.0","3761369.0","","","3992372.0","3327109.0","1961068.0","","2512722.0","2854285.0","3796297.0","","1976052.0","3253391.0","3550764.0","","4719990.0","4104004.0","2822230.0","","","8741629.0","8725402.0","2012120.0","","2781780.0","4976385.0","8048179.0","","1.1197379E7","1.5718522E7","1.2097981E7","","6316160.0","2953377.0","437193.0","","170768.0","97263.0","104411.0","128662.0"
"IMF.STA:IMTS(1.0.0)","MMR.MG_CIF_USD.IND.M","OBS_VALUE","Myanmar","Imports of goods, Cost insurance freight (CIF), US dollar","India","Monthly","Millions","","","6.1310289E7","3.0927706E7","3.0720473E7","","1.5586039E7","3.3615138E7","4.5529382E7","","6.3080108E7","5.3234124E7","4.9898091E7","","4.8636097E7","4.0019903E7","1.01879939E8","","","5.0586881E7","4.7948449E7","6.3123515E7","","4.4347368E7","4.3488424E7","4.7249998E7","","4.4078834E7","4.8486658E7","4.0549912E7","","3.8797605E7","4.5632152E7","4.8043587E7","","","3.9841067E7","3.9511264E7","8.5188989E7","","3.9652539E7","3.6227687E7","2.9855031E7","","2.9181066E7","3.0801968E7","2.7951934E7","","3.4252656E7","2.9056077E7","2.6728956E7","","","3.0104853E7","3.1169858E7","3.5778035E7","","2.3327918E7","3.0152963E7","3.308805E7","","2.2169622E7","3.2738495E7","3.3492808E7","","3.2183329E7","2.4938613E7","3.0273018E7","","2.8757979E7","2.9177273E7","4.2088099E7","2.9396805E7"
"IMF.STA:IMTS(1.0.0)","MMR.XG_FOB_USD.IND.M","OBS_VALUE","Myanmar","Exports of goods, Free on board (FOB), US dollar","India","Monthly","Millions","","","1.09705996E8","4.9478065E7","3.4377864E7","","3.1655571E7","2.5978189E7","7.4549188E7","","1.03452113E8","8.5659845E7","7.3305017E7","","1.28174831E8","7.9783987E7","6.1879338E7","","","8.8887574E7","8.5381694E7","1.20343116E8","","8.2217166E7","5.0538783E7","4.284631E7","","4.7519235E7","5.0011556E7","8.5024531E7","","6.9836382E7","7.8805846E7","9.8658008E7","","","8.078229E7","7.4598734E7","5.6648899E7","","5.8650994E7","4.8562402E7","5.6109527E7","","5.1403589E7","6.8944938E7","8.1163519E7","","1.05087982E8","9.0789586E7","6.6688538E7","","","7.2666722E7","8.9770202E7","9.2074341E7","","1.10608948E8","1.31926713E8","1.6119452E8","","1.35360692E8","1.02073968E8","1.23451912E8","","1.06622298E8","6.3337113E7","8.6641006E7","","9.7106813E7","7.983347E7","9.0551975E7","1.22260182E8"
"IMF.STA:IMTS(1.0.0)","MMR.XG_FOB_USD.NPL.M","OBS_VALUE","Myanmar","Exports of goods, Free on board (FOB), US dollar","Nepal","Monthly","Millions","","","1669346.0","1548056.0","1651557.0","","1153902.0","1072979.0","1188281.0","","1482883.0","1762046.0","1918881.0","","2077264.0","1834694.0","1576447.0","","","166991.0","184299.0","217777.0","","194116.0","180391.0","154096.0","","190887.0","280117.0","332268.0","","280540.0","228641.0","196712.0","","","456541.0","415063.0","429694.0","","357818.0","290439.0","295047.0","","432631.0","505729.0","537408.0","","489863.0","427191.0","318070.0","","","323885.0","331579.0","358883.0","","350120.0","310986.0","277863.0","","337934.0","437431.0","513823.0","","556242.0","336678.0","322105.0","","364363.0","346888.0","404384.0","407136.0"
"IMF.STA:IMTS(1.0.0)","MMR.TBG_USD.NPL.M","OBS_VALUE","Myanmar","Trade balance goods, US dollar","Nepal","Monthly","Millions","","","1664177.0","1545102.0","1649437.0","","1152273.0","1070429.0","1184610.0","","1478978.0","1758574.0","1915655.0","","2073914.0","1831837.0","1571377.0","","","84535.0","107994.0","110039.0","","112308.0","87525.0","75073.0","","121895.0","210740.0","255282.0","","198525.0","154674.0","119133.0","","","441256.0","402440.0","409819.0","","344750.0","275772.0","282332.0","","419652.0","494425.0","525862.0","","455894.0","416218.0","302991.0","","","304430.0","308177.0","334331.0","","331012.0","285297.0","253374.0","","314557.0","416722.0","491888.0","","532423.0","314973.0","298513.0","","339228.0","305565.0","381980.0","382883.0"
"IMF.STA:IMTS(1.0.0)","MMR.TBG_USD.NPL.Q","OBS_VALUE","Myanmar","Trade balance goods, US dollar","Nepal","Quarterly","Millions","","4858716.0","","","","3407312.0","","","","5153207.0","","","","5477128.0","","","","","302568.0","","","","274906.0","","","","587917.0","","","","472332.0","","","","","1253515.0","","","","902854.0","","","","1439939.0","","","","1175103.0","","","","","946938.0","","","","869683.0","","","","1223167.0","","","","1145909.0","","","","1026773.0","","","",""
"IMF.STA:IMTS(1.0.0)","MMR.TBG_USD.AFG.Q","OBS_VALUE","Myanmar","Trade balance goods, US dollar","Afghanistan, Islamic Republic of","Quarterly","Millions","","-8115.0","","","","-71351.0","","","","-160376.0","","","","-170587.0","","","","","-281960.0","","","","-268414.0","","","","-227848.0","","","","-247110.0","","","","","-85413.0","","","","-72304.0","","","","-64043.0","","","","-107289.0","","","","","-35036.0","","","","-36013.0","","","","-34315.0","","","","-35923.0","","","","-46187.0","","","",""
"IMF.STA:IMTS(1.0.0)","MMR.MG_CIF_USD.AFG.M","OBS_VALUE","Myanmar","Imports of goods, Cost insurance freight (CIF), US dollar","Afghanistan, Islamic Republic of","Monthly","Millions","","","1828.0","3264.0","3023.0","","6762.0","9060.0","55529.0","","59058.0","52523.0","48795.0","","50675.0","43221.0","76691.0","","","87240.0","80732.0","113988.0","","86553.0","98253.0","83608.0","","72994.0","73402.0","81452.0","","86773.0","78258.0","82079.0","","","27322.0","22564.0","35527.0","","23358.0","26218.0","22728.0","","23200.0","20205.0","20638.0","","60720.0","19615.0","26954.0","","","10112.0","12163.0","12761.0","","9932.0","13352.0","12729.0","","12150.0","10764.0","11401.0","","12380.0","11281.0","12262.0","","13064.0","21478.0","11645.0","12606.0"
"IMF.STA:IMTS(1.0.0)","MMR.TBG_USD.AFG.M","OBS_VALUE","Myanmar","Trade balance goods, US dollar","Afghanistan, Islamic Republic of","Monthly","Millions","","","-1828.0","-3264.0","-3023.0","","-6762.0","-9060.0","-55529.0","","-59058.0","-52523.0","-48795.0","","-50675.0","-43221.0","-76691.0","","","-87240.0","-80732.0","-113988.0","","-86553.0","-98253.0","-83608.0","","-72994.0","-73402.0","-81452.0","","-86773.0","-78258.0","-82079.0","","","-27322.0","-22564.0","-35527.0","","-23358.0","-26218.0","-22728.0","","-23200.0","-20205.0","-20638.0","","-60720.0","-19615.0","-26954.0","","","-10112.0","-12163.0","-12761.0","","-9932.0","-13352.0","-12729.0","","-12150.0","-10764.0","-11401.0","","-12380.0","-11281.0","-12262.0","","-13064.0","-21478.0","-11645.0","-12606.0"
"IMF.STA:IMTS(1.0.0)","MMR.MG_CIF_USD.PAK.M","OBS_VALUE","Myanmar","Imports of goods, Cost insurance freight (CIF), US dollar","Pakistan","Monthly","Millions","","","1538752.0","1029220.0","303596.0","","160806.0","1031111.0","2037347.0","","3692098.0","1272880.0","2142468.0","","1018588.0","2096047.0","1701051.0","","","1498959.0","743229.0","2328991.0","","2437892.0","1264934.0","847209.0","","1400053.0","2102773.0","3408362.0","","2252820.0","2079955.0","546919.0","","","2040332.0","1437816.0","996871.0","","2422051.0","329507.0","2172977.0","","1646330.0","1034728.0","4024158.0","","2337705.0","748452.0","2787217.0","","","866191.0","502671.0","927851.0","","632097.0","2829459.0","1116775.0","","3465325.0","3379058.0","1317979.0","","2571587.0","1206369.0","2109994.0","","1457182.0","1637507.0","1005018.0","1342967.0"
"IMF.STA:IMTS(1.0.0)","MMR.XG_FOB_USD.IND.Q","OBS_VALUE","Myanmar","Exports of goods, Free on board (FOB), US dollar","India","Quarterly","Millions","","1.93561925E8","","","","1.32182948E8","","","","2.62416975E8","","","","2.69838156E8","","","","","2.94612384E8","","","","1.75602259E8","","","","1.82555322E8","","","","2.47300236E8","","","","","2.12029923E8","","","","1.63322923E8","","","","2.01512046E8","","","","2.62566106E8","","","","","2.54511265E8","","","","4.03730181E8","","","","3.60886572E8","","","","2.56600417E8","","","","2.67492258E8","","","",""
"IMF.STA:IMTS(1.0.0)","MMR.XG_FOB_USD.NPL.Q","OBS_VALUE","Myanmar","Exports of goods, Free on board (FOB), US dollar","Nepal","Quarterly","Millions","","4868959.0","","","","3415162.0","","","","5163810.0","","","","5488405.0","","","","","569067.0","","","","528603.0","","","","803272.0","","","","705893.0","","","","","1301298.0","","","","943304.0","","","","1475768.0","","","","1235124.0","","","","","1014347.0","","","","938969.0","","","","1289188.0","","","","1215025.0","","","","1115635.0","","","",""
"IMF.STA:IMTS(1.0.0)","MMR.MG_CIF_USD.NPL.M","OBS_VALUE","Myanmar","Imports of goods, Cost insurance freight (CIF), US dollar","Nepal","Monthly","Millions","","","5169.0","2954.0","2120.0","","1629.0","2550.0","3671.0","","3905.0","3472.0","3226.0","","3350.0","2857.0","5070.0","","","82456.0","76305.0","107738.0","","81808.0","92866.0","79023.0","","68992.0","69377.0","76986.0","","82015.0","73967.0","77579.0","","","15285.0","12623.0","19875.0","","13068.0","14667.0","12715.0","","12979.0","11304.0","11546.0","","33969.0","10973.0","15079.0","","","19455.0","23402.0","24552.0","","19108.0","25689.0","24489.0","","23377.0","20709.0","21935.0","","23819.0","21705.0","23592.0","","25135.0","41323.0","22404.0","24253.0"
"IMF.STA:IMTS(1.0.0)","BGD.TBG_USD.NPL.M","OBS_VALUE","Bangladesh","Trade balance goods, US dollar","Nepal","Monthly","Millions","","","2540491.0","1682415.0","2452831.0","","2542571.0","1.6333608E7","8033501.0","","7572406.0","2.4197175E7","7871437.0","","6106028.0","1.6413291E7","4315151.0","","","2852345.0","2525116.0","3178507.0","","7095691.0","4377016.0","4757554.0","","3539882.0","3204660.0","5730773.0","","5032739.0","4806415.0","3630086.0","","","2906029.0","2531143.0","2011122.0","","1853478.0","1599979.0","1357610.0","","3875239.0","3399575.0","2234882.0","","2110045.0","2399965.0","2483164.0","","","1.2402813E7","1828520.0","2192531.0","","2197377.0","1949709.0","1602034.0","","1172752.0","1750263.0","2115718.0","","3312551.0","1479222.0","2768015.0","","2028395.0","2984426.0","3208492.0","3039440.0"
"IMF.STA:IMTS(1.0.0)","BGD.TBG_USD.NPL.Q","OBS_VALUE","Bangladesh","Trade balance goods, US dollar","Nepal","Quarterly","Millions","","6675737.0","","","","2.690968E7","","","","3.9641018E7","","","","2.683447E7","","","","","8555968.0","","","","1.6230261E7","","","","1.2475315E7","","","","1.346924E7","","","","","7448294.0","","","","4811067.0","","","","9509696.0","","","","6993174.0","","","","","1.6423864E7","","","","5749120.0","","","","5038733.0","","","","7559788.0","","","","8221313.0","","","",""
"IMF.STA:IMTS(1.0.0)","MMR.MG_CIF_USD.PAK.Q","OBS_VALUE","Myanmar","Imports of goods, Cost insurance freight (CIF), US dollar","Pakistan","Quarterly","Millions","","2871568.0","","","","3229264.0","","","","7107446.0","","","","4815686.0","","","","","4571179.0","","","","4550035.0","","","","6911188.0","","","","4879694.0","","","","","4475019.0","","","","4924535.0","","","","6705216.0","","","","5873374.0","","","","","2296713.0","","","","4578331.0","","","","8162362.0","","","","5887950.0","","","","4099707.0","","","",""
"IMF.STA:IMTS(1.0.0)","MMR.XG_FOB_USD.PAK.Q","OBS_VALUE","Myanmar","Exports of goods, Free on board (FOB), US dollar","Pakistan","Quarterly","Millions","","2.3089247E7","","","","1.9569773E7","","","","1.5400404E7","","","","6160093.0","","","","","5178614.0","","","","2.3102248E7","","","","2.0493235E7","","","","1.563071E7","","","","","9280549.0","","","","9163304.0","","","","8780207.0","","","","1.1646224E7","","","","","1.9479151E7","","","","1.5806344E7","","","","3.9013882E7","","","","9706730.0","","","","372442.0","","","",""
"IMF.STA:IMTS(1.0.0)","MMR.MG_CIF_USD.IND.Q","OBS_VALUE","Myanmar","Imports of goods, Cost insurance freight (CIF), US dollar","India","Quarterly","Millions","","1.22958468E8","","","","9.4730559E7","","","","1.66212323E8","","","","1.90535939E8","","","","","1.61658845E8","","","","1.3508579E8","","","","1.33115404E8","","","","1.32473344E8","","","","","1.6454132E8","","","","1.05735257E8","","","","8.7934968E7","","","","9.0037689E7","","","","","9.7052746E7","","","","8.6568931E7","","","","8.8400925E7","","","","8.739496E7","","","","1.00023351E8","","","",""
